filename,syllable,tone,tone_description,pitch_adjusted
wav-syllables/lou4.wav,lou,4,falling,false
wav-syllables/lou5.wav,lou,5,neutral,false
wav-syllables/lou6.wav,lou,6,neutral (high),true
wav-syllables/lu1.wav,lu,1,high level,true
wav-syllables/lu2.wav,lu,2,rising,false
wav-syllables/lu3.wav,lu,3,low dipping (half),false
wav-syllables/lu4.wav,lu,4,falling,false
wav-syllables/lu5.wav,lu,5,neutral,false
wav-syllables/lu6.wav,lu,6,neutral (high),true
wav-syllables/luan1.wav,luan,1,high level,true
wav-syllables/luan2.wav,luan,2,rising,false
wav-syllables/luan3.wav,luan,3,low dipping (half),false
wav-syllables/luan4.wav,luan,4,falling,false
wav-syllables/luan5.wav,luan,5,neutral,false
wav-syllables/luan6.wav,luan,6,neutral (high),true
wav-syllables/lun1.wav,lun,1,high level,true
wav-syllables/lun2.wav,lun,2,rising,false
wav-syllables/lun3.wav,lun,3,low dipping (half),false
wav-syllables/lun4.wav,lun,4,falling,false
wav-syllables/lun5.wav,lun,5,neutral,false
wav-syllables/lun6.wav,lun,6,neutral (high),true
wav-syllables/luo1.wav,luo,1,high level,true
wav-syllables/luo2.wav,luo,2,rising,false
wav-syllables/luo3.wav,luo,3,low dipping (half),false
wav-syllables/luo4.wav,luo,4,falling,false
wav-syllables/luo5.wav,luo,5,neutral,false
wav-syllables/luo6.wav,luo,6,neutral (high),true
wav-syllables/lv1.wav,lv,1,high level,true
wav-syllables/lv2.wav,lv,2,rising,false
wav-syllables/lv3.wav,lv,3,low dipping (half),false
wav-syllables/lv4.wav,lv,4,falling,false
wav-syllables/lv5.wav,lv,5,neutral,false
wav-syllables/lv6.wav,lv,6,neutral (high),true
wav-syllables/lve1.wav,lve,1,high level,true
wav-syllables/lve2.wav,lve,2,rising,false
wav-syllables/lve3.wav,lve,3,low dipping (half),false
wav-syllables/lve4.wav,lve,4,falling,false
wav-syllables/lve5.wav,lve,5,neutral,false
wav-syllables/lve6.wav,lve,6,neutral (high),true
wav-syllables/ma1.wav,ma,1,high level,true
wav-syllables/ma2.wav,ma,2,rising,false
wav-syllables/ma3.wav,ma,3,low dipping (half),false
wav-syllables/ma4.wav,ma,4,falling,false
wav-syllables/ma5.wav,ma,5,neutral,false
wav-syllables/ma6.wav,ma,6,neutral (high),true
wav-syllables/mai1.wav,mai,1,high level,true
wav-syllables/mai2.wav,mai,2,rising,false
wav-syllables/mai3.wav,mai,3,low dipping (half),false
wav-syllables/mai4.wav,mai,4,falling,false
wav-syllables/mai5.wav,mai,5,neutral,false
wav-syllables/mai6.wav,mai,6,neutral (high),true
wav-syllables/man1.wav,man,1,high level,true
wav-syllables/man2.wav,man,2,rising,false
wav-syllables/man3.wav,man,3,low dipping (half),false
wav-syllables/man4.wav,man,4,falling,false
wav-syllables/man5.wav,man,5,neutral,false
wav-syllables/man6.wav,man,6,neutral (high),true
wav-syllables/mang1.wav,mang,1,high level,true
wav-syllables/mang2.wav,mang,2,rising,false
wav-syllables/mang3.wav,mang,3,low dipping (half),false
wav-syllables/mang4.wav,mang,4,falling,false
wav-syllables/mang5.wav,mang,5,neutral,false
wav-syllables/mang6.wav,mang,6,neutral (high),true
wav-syllables/mao1.wav,mao,1,high level,true
wav-syllables/mao2.wav,mao,2,rising,false
wav-syllables/mao3.wav,mao,3,low dipping (half),false
wav-syllables/mao4.wav,mao,4,falling,false
wav-syllables/mao5.wav,mao,5,neutral,false
wav-syllables/mao6.wav,mao,6,neutral (high),true
wav-syllables/me1.wav,me,1,high level,true
wav-syllables/me2.wav,me,2,rising,false
wav-syllables/me3.wav,me,3,low dipping (half),false
wav-syllables/me4.wav,me,4,falling,false
wav-syllables/me5.wav,me,5,neutral,false
wav-syllables/me6.wav,me,6,neutral (high),true
wav-syllables/mei1.wav,mei,1,high level,true
wav-syllables/mei2.wav,mei,2,rising,false
wav-syllables/mei3.wav,mei,3,low dipping (half),false
wav-syllables/mei4.wav,mei,4,falling,false
wav-syllables/mei5.wav,mei,5,neutral,false
wav-syllables/mei6.wav,mei,6,neutral (high),true
wav-syllables/men1.wav,men,1,high level,true
wav-syllables/men2.wav,men,2,rising,false
wav-syllables/men3.wav,men,3,low dipping (half),false
wav-syllables/men4.wav,men,4,falling,false
wav-syllables/men5.wav,men,5,neutral,false
wav-syllables/men6.wav,men,6,neutral (high),true
wav-syllables/meng1.wav,meng,1,high level,true
wav-syllables/meng2.wav,meng,2,rising,false
wav-syllables/meng3.wav,meng,3,low dipping (half),false
wav-syllables/meng4.wav,meng,4,falling,false
wav-syllables/meng5.wav,meng,5,neutral,false
wav-syllables/meng6.wav,meng,6,neutral (high),true
wav-syllables/mi1.wav,mi,1,high level,true
wav-syllables/mi2.wav,mi,2,rising,false
wav-syllables/mi3.wav,mi,3,low dipping (half),false
wav-syllables/mi4.wav,mi,4,falling,false
wav-syllables/mi5.wav,mi,5,neutral,false
wav-syllables/mi6.wav,mi,6,neutral (high),true
wav-syllables/mian1.wav,mian,1,high level,true
wav-syllables/mian2.wav,mian,2,rising,false
wav-syllables/mian3.wav,mian,3,low dipping (half),false
wav-syllables/mian4.wav,mian,4,falling,false
wav-syllables/mian5.wav,mian,5,neutral,false
wav-syllables/mian6.wav,mian,6,neutral (high),true
wav-syllables/miao1.wav,miao,1,high level,true
wav-syllables/miao2.wav,miao,2,rising,false
wav-syllables/miao3.wav,miao,3,low dipping (half),false
wav-syllables/miao4.wav,miao,4,falling,false
wav-syllables/miao5.wav,miao,5,neutral,false
wav-syllables/miao6.wav,miao,6,neutral (high),true
wav-syllables/mie1.wav,mie,1,high level,true
wav-syllables/mie2.wav,mie,2,rising,false
wav-syllables/mie3.wav,mie,3,low dipping (half),false
wav-syllables/mie4.wav,mie,4,falling,false
wav-syllables/mie5.wav,mie,5,neutral,false
wav-syllables/mie6.wav,mie,6,neutral (high),true
wav-syllables/min1.wav,min,1,high level,true
wav-syllables/min2.wav,min,2,rising,false
wav-syllables/min3.wav,min,3,low dipping (half),false
wav-syllables/min4.wav,min,4,falling,false
wav-syllables/min5.wav,min,5,neutral,false
wav-syllables/min6.wav,min,6,neutral (high),true
wav-syllables/ming1.wav,ming,1,high level,true
wav-syllables/ming2.wav,ming,2,rising,false
wav-syllables/ming3.wav,ming,3,low dipping (half),false
wav-syllables/ming4.wav,ming,4,falling,false
wav-syllables/ming5.wav,ming,5,neutral,false
wav-syllables/ming6.wav,ming,6,neutral (high),true
wav-syllables/miu1.wav,miu,1,high level,true
wav-syllables/miu2.wav,miu,2,rising,false
wav-syllables/miu3.wav,miu,3,low dipping (half),false
wav-syllables/miu4.wav,miu,4,falling,false
wav-syllables/miu5.wav,miu,5,neutral,false
wav-syllables/miu6.wav,miu,6,neutral (high),true
wav-syllables/mo1.wav,mo,1,high level,true
wav-syllables/mo2.wav,mo,2,rising,false
wav-syllables/mo3.wav,mo,3,low dipping (half),false
wav-syllables/mo4.wav,mo,4,falling,false
wav-syllables/mo5.wav,mo,5,neutral,false
wav-syllables/mo6.wav,mo,6,neutral (high),true
wav-syllables/mou1.wav,mou,1,high level,true
wav-syllables/mou2.wav,mou,2,rising,false
wav-syllables/mou3.wav,mou,3,low dipping (half),false
wav-syllables/mou4.wav,mou,4,falling,false
wav-syllables/mou5.wav,mou,5,neutral,false
wav-syllables/mou6.wav,mou,6,neutral (high),true
wav-syllables/mu1.wav,mu,1,high level,true
wav-syllables/mu2.wav,mu,2,rising,false
wav-syllables/mu3.wav,mu,3,low dipping (half),false
wav-syllables/mu4.wav,mu,4,falling,false
wav-syllables/mu5.wav,mu,5,neutral,false
wav-syllables/mu6.wav,mu,6,neutral (high),true
wav-syllables/na1.wav,na,1,high level,true
wav-syllables/na2.wav,na,2,rising,false
wav-syllables/na3.wav,na,3,low dipping (half),false
wav-syllables/na4.wav,na,4,falling,false
wav-syllables/na5.wav,na,5,neutral,false
wav-syllables/na6.wav,na,6,neutral (high),true
wav-syllables/nai1.wav,nai,1,high level,true
wav-syllables/nai2.wav,nai,2,rising,false
wav-syllables/nai3.wav,nai,3,low dipping (half),false
wav-syllables/nai4.wav,nai,4,falling,false
wav-syllables/nai5.wav,nai,5,neutral,false
wav-syllables/nai6.wav,nai,6,neutral (high),true
wav-syllables/nan1.wav,nan,1,high level,true
wav-syllables/nan2.wav,nan,2,rising,false
wav-syllables/nan3.wav,nan,3,low dipping (half),false
wav-syllables/nan4.wav,nan,4,falling,false
wav-syllables/nan5.wav,nan,5,neutral,false
wav-syllables/nan6.wav,nan,6,neutral (high),true
wav-syllables/nang1.wav,nang,1,high level,true
wav-syllables/nang2.wav,nang,2,rising,false
wav-syllables/nang3.wav,nang,3,low dipping (half),false
wav-syllables/nang4.wav,nang,4,falling,false
wav-syllables/nang5.wav,nang,5,neutral,false
wav-syllables/nang6.wav,nang,6,neutral (high),true
wav-syllables/nao1.wav,nao,1,high level,true
wav-syllables/nao2.wav,nao,2,rising,false
wav-syllables/nao3.wav,nao,3,low dipping (half),false
wav-syllables/nao4.wav,nao,4,falling,false
wav-syllables/nao5.wav,nao,5,neutral,false
wav-syllables/nao6.wav,nao,6,neutral (high),true
wav-syllables/ne1.wav,ne,1,high level,true
wav-syllables/ne2.wav,ne,2,rising,false
wav-syllables/ne3.wav,ne,3,low dipping (half),false
wav-syllables/ne4.wav,ne,4,falling,false
wav-syllables/ne5.wav,ne,5,neutral,false
wav-syllables/ne6.wav,ne,6,neutral (high),true
wav-syllables/nei1.wav,nei,1,high level,true
wav-syllables/nei2.wav,nei,2,rising,false
wav-syllables/nei3.wav,nei,3,low dipping (half),false
wav-syllables/nei4.wav,nei,4,falling,false
wav-syllables/nei5.wav,nei,5,neutral,false
wav-syllables/nei6.wav,nei,6,neutral (high),true
wav-syllables/nen1.wav,nen,1,high level,true
wav-syllables/nen2.wav,nen,2,rising,false
wav-syllables/nen3.wav,nen,3,low dipping (half),false
wav-syllables/nen4.wav,nen,4,falling,false
wav-syllables/nen5.wav,nen,5,neutral,false
wav-syllables/nen6.wav,nen,6,neutral (high),true
wav-syllables/neng1.wav,neng,1,high level,true
wav-syllables/neng2.wav,neng,2,rising,false
wav-syllables/neng3.wav,neng,3,low dipping (half),false
wav-syllables/neng4.wav,neng,4,falling,false
wav-syllables/neng5.wav,neng,5,neutral,false
wav-syllables/neng6.wav,neng,6,neutral (high),true
wav-syllables/ng1.wav,ng,1,high level,true
wav-syllables/ng2.wav,ng,2,rising,false
wav-syllables/ng3.wav,ng,3,low dipping (half),false
wav-syllables/ng4.wav,ng,4,falling,false
wav-syllables/ng5.wav,ng,5,neutral,false
wav-syllables/ng6.wav,ng,6,neutral (high),true
wav-syllables/ni1.wav,ni,1,high level,true
wav-syllables/ni2.wav,ni,2,rising,false
wav-syllables/ni3.wav,ni,3,low dipping (half),false
wav-syllables/ni4.wav,ni,4,falling,false
wav-syllables/ni5.wav,ni,5,neutral,false
wav-syllables/ni6.wav,ni,6,neutral (high),true
wav-syllables/nia1.wav,nia,1,high level,true
wav-syllables/nia2.wav,nia,2,rising,false
wav-syllables/nia3.wav,nia,3,low dipping (half),false
wav-syllables/nia4.wav,nia,4,falling,false
wav-syllables/nia5.wav,nia,5,neutral,false
wav-syllables/nia6.wav,nia,6,neutral (high),true
wav-syllables/nian1.wav,nian,1,high level,true
wav-syllables/nian2.wav,nian,2,rising,false
wav-syllables/nian3.wav,nian,3,low dipping (half),false
wav-syllables/nian4.wav,nian,4,falling,false
wav-syllables/nian5.wav,nian,5,neutral,false
wav-syllables/nian6.wav,nian,6,neutral (high),true
wav-syllables/niang1.wav,niang,1,high level,true
wav-syllables/niang2.wav,niang,2,rising,false
wav-syllables/niang3.wav,niang,3,low dipping (half),false
wav-syllables/niang4.wav,niang,4,falling,false
wav-syllables/niang5.wav,niang,5,neutral,false
wav-syllables/niang6.wav,niang,6,neutral (high),true
wav-syllables/niao1.wav,niao,1,high level,true
wav-syllables/niao2.wav,niao,2,rising,false
wav-syllables/niao3.wav,niao,3,low dipping (half),false
wav-syllables/niao4.wav,niao,4,falling,false
wav-syllables/niao5.wav,niao,5,neutral,false
wav-syllables/niao6.wav,niao,6,neutral (high),true
wav-syllables/nie1.wav,nie,1,high level,true
wav-syllables/nie2.wav,nie,2,rising,false
wav-syllables/nie3.wav,nie,3,low dipping (half),false
wav-syllables/nie4.wav,nie,4,falling,false
wav-syllables/nie5.wav,nie,5,neutral,false
wav-syllables/nie6.wav,nie,6,neutral (high),true
wav-syllables/nin1.wav,nin,1,high level,true
wav-syllables/nin2.wav,nin,2,rising,false
wav-syllables/nin3.wav,nin,3,low dipping (half),false
wav-syllables/nin4.wav,nin,4,falling,false
wav-syllables/nin5.wav,nin,5,neutral,false
wav-syllables/nin6.wav,nin,6,neutral (high),true
wav-syllables/ning1.wav,ning,1,high level,true
wav-syllables/ning2.wav,ning,2,rising,false
wav-syllables/ning3.wav,ning,3,low dipping (half),false
wav-syllables/ning4.wav,ning,4,falling,false
wav-syllables/ning5.wav,ning,5,neutral,false
wav-syllables/ning6.wav,ning,6,neutral (high),true
wav-syllables/niu1.wav,niu,1,high level,true
wav-syllables/niu2.wav,niu,2,rising,false
wav-syllables/niu3.wav,niu,3,low dipping (half),false
wav-syllables/niu4.wav,niu,4,falling,false
wav-syllables/niu5.wav,niu,5,neutral,false
wav-syllables/niu6.wav,niu,6,neutral (high),true
wav-syllables/nong1.wav,nong,1,high level,true
wav-syllables/nong2.wav,nong,2,rising,false
wav-syllables/nong3.wav,nong,3,low dipping (half),false
wav-syllables/nong4.wav,nong,4,falling,false
wav-syllables/nong5.wav,nong,5,neutral,false
wav-syllables/nong6.wav,nong,6,neutral (high),true
wav-syllables/nou1.wav,nou,1,high level,true
wav-syllables/nou2.wav,nou,2,rising,false
wav-syllables/nou3.wav,nou,3,low dipping (half),false
wav-syllables/nou4.wav,nou,4,falling,false
wav-syllables/nou5.wav,nou,5,neutral,false
wav-syllables/nou6.wav,nou,6,neutral (high),true
wav-syllables/nu1.wav,nu,1,high level,true
wav-syllables/nu2.wav,nu,2,rising,false
wav-syllables/nu3.wav,nu,3,low dipping (half),false
wav-syllables/nu4.wav,nu,4,falling,false
wav-syllables/nu5.wav,nu,5,neutral,false
wav-syllables/nu6.wav,nu,6,neutral (high),true
wav-syllables/nuan1.wav,nuan,1,high level,true
wav-syllables/nuan2.wav,nuan,2,rising,false
wav-syllables/nuan3.wav,nuan,3,low dipping (half),false
wav-syllables/nuan4.wav,nuan,4,falling,false
wav-syllables/nuan5.wav,nuan,5,neutral,false
wav-syllables/nuan6.wav,nuan,6,neutral (high),true
wav-syllables/nuo1.wav,nuo,1,high level,true
wav-syllables/nuo2.wav,nuo,2,rising,false
wav-syllables/nuo3.wav,nuo,3,low dipping (half),false
wav-syllables/nuo4.wav,nuo,4,falling,false
wav-syllables/nuo5.wav,nuo,5,neutral,false
wav-syllables/nuo6.wav,nuo,6,neutral (high),true
wav-syllables/nv1.wav,nv,1,high level,true
wav-syllables/nv2.wav,nv,2,rising,false
wav-syllables/nv3.wav,nv,3,low dipping (half),false
wav-syllables/nv4.wav,nv,4,falling,false
wav-syllables/nv5.wav,nv,5,neutral,false
wav-syllables/nv6.wav,nv,6,neutral (high),true
wav-syllables/nve1.wav,nve,1,high level,true
wav-syllables/nve2.wav,nve,2,rising,false
wav-syllables/nve3.wav,nve,3,low dipping (half),false
wav-syllables/nve4.wav,nve,4,falling,false
wav-syllables/nve5.wav,nve,5,neutral,false
wav-syllables/nve6.wav,nve,6,neutral (high),true
wav-syllables/o1.wav,o,1,high level,true
wav-syllables/o2.wav,o,2,rising,false
wav-syllables/o3.wav,o,3,low dipping (half),false
wav-syllables/o4.wav,o,4,falling,false
wav-syllables/o5.wav,o,5,neutral,false
wav-syllables/o6.wav,o,6,neutral (high),true
wav-syllables/ou1.wav,ou,1,high level,true
wav-syllables/ou2.wav,ou,2,rising,false
wav-syllables/ou3.wav,ou,3,low dipping (half),false
wav-syllables/ou4.wav,ou,4,falling,false
wav-syllables/ou5.wav,ou,5,neutral,false
wav-syllables/ou6.wav,ou,6,neutral (high),true
wav-syllables/pa1.wav,pa,1,high level,true
wav-syllables/pa2.wav,pa,2,rising,false
wav-syllables/pa3.wav,pa,3,low dipping (half),false
wav-syllables/pa4.wav,pa,4,falling,false
wav-syllables/pa5.wav,pa,5,neutral,false
wav-syllables/pa6.wav,pa,6,neutral (high),true
wav-syllables/pai1.wav,pai,1,high level,true
wav-syllables/pai2.wav,pai,2,rising,false
wav-syllables/pai3.wav,pai,3,low dipping (half),false
wav-syllables/pai4.wav,pai,4,falling,false
wav-syllables/pai5.wav,pai,5,neutral,false
wav-syllables/pai6.wav,pai,6,neutral (high),true
wav-syllables/pan1.wav,pan,1,high level,true
wav-syllables/pan2.wav,pan,2,rising,false
wav-syllables/pan3.wav,pan,3,low dipping (half),false
wav-syllables/pan4.wav,pan,4,falling,false
wav-syllables/pan5.wav,pan,5,neutral,false
wav-syllables/pan6.wav,pan,6,neutral (high),true
wav-syllables/pang1.wav,pang,1,high level,true
wav-syllables/pang2.wav,pang,2,rising,false
wav-syllables/pang3.wav,pang,3,low dipping (half),false
wav-syllables/pang4.wav,pang,4,falling,false
wav-syllables/pang5.wav,pang,5,neutral,false
wav-syllables/pang6.wav,pang,6,neutral (high),true
wav-syllables/pao1.wav,pao,1,high level,true
wav-syllables/pao2.wav,pao,2,rising,false
wav-syllables/pao3.wav,pao,3,low dipping (half),false
wav-syllables/pao4.wav,pao,4,falling,false
wav-syllables/pao5.wav,pao,5,neutral,false
wav-syllables/pao6.wav,pao,6,neutral (high),true
wav-syllables/pei1.wav,pei,1,high level,true
wav-syllables/pei2.wav,pei,2,rising,false
wav-syllables/pei3.wav,pei,3,low dipping (half),false
wav-syllables/pei4.wav,pei,4,falling,false
wav-syllables/pei5.wav,pei,5,neutral,false
wav-syllables/pei6.wav,pei,6,neutral (high),true
wav-syllables/pen1.wav,pen,1,high level,true
wav-syllables/pen2.wav,pen,2,rising,false
wav-syllables/pen3.wav,pen,3,low dipping (half),false
wav-syllables/pen4.wav,pen,4,falling,false
wav-syllables/pen5.wav,pen,5,neutral,false
wav-syllables/pen6.wav,pen,6,neutral (high),true
wav-syllables/peng1.wav,peng,1,high level,true
wav-syllables/peng2.wav,peng,2,rising,false
wav-syllables/peng3.wav,peng,3,low dipping (half),false
wav-syllables/peng4.wav,peng,4,falling,false
wav-syllables/peng5.wav,peng,5,neutral,false
wav-syllables/peng6.wav,peng,6,neutral (high),true
wav-syllables/pi1.wav,pi,1,high level,true
wav-syllables/pi2.wav,pi,2,rising,false
wav-syllables/pi3.wav,pi,3,low dipping (half),false
wav-syllables/pi4.wav,pi,4,falling,false
wav-syllables/pi5.wav,pi,5,neutral,false
wav-syllables/pi6.wav,pi,6,neutral (high),true
wav-syllables/pian1.wav,pian,1,high level,true
wav-syllables/pian2.wav,pian,2,rising,false
wav-syllables/pian3.wav,pian,3,low dipping (half),false
wav-syllables/pian4.wav,pian,4,falling,false
wav-syllables/pian5.wav,pian,5,neutral,false
wav-syllables/pian6.wav,pian,6,neutral (high),true
wav-syllables/piao1.wav,piao,1,high level,true
wav-syllables/piao2.wav,piao,2,rising,false
wav-syllables/piao3.wav,piao,3,low dipping (half),false
wav-syllables/piao4.wav,piao,4,falling,false
wav-syllables/piao5.wav,piao,5,neutral,false
wav-syllables/piao6.wav,piao,6,neutral (high),true
wav-syllables/pie1.wav,pie,1,high level,true
wav-syllables/pie2.wav,pie,2,rising,false
wav-syllables/pie3.wav,pie,3,low dipping (half),false
wav-syllables/pie4.wav,pie,4,falling,false
wav-syllables/pie5.wav,pie,5,neutral,false
wav-syllables/pie6.wav,pie,6,neutral (high),true
wav-syllables/pin1.wav,pin,1,high level,true
wav-syllables/pin2.wav,pin,2,rising,false
wav-syllables/pin3.wav,pin,3,low dipping (half),false
wav-syllables/pin4.wav,pin,4,falling,false
wav-syllables/pin5.wav,pin,5,neutral,false
wav-syllables/pin6.wav,pin,6,neutral (high),true
wav-syllables/ping1.wav,ping,1,high level,true
wav-syllables/ping2.wav,ping,2,rising,false
wav-syllables/ping3.wav,ping,3,low dipping (half),false
wav-syllables/ping4.wav,ping,4,falling,false
wav-syllables/ping5.wav,ping,5,neutral,false
wav-syllables/ping6.wav,ping,6,neutral (high),true
wav-syllables/po1.wav,po,1,high level,true
wav-syllables/po2.wav,po,2,rising,false
wav-syllables/po3.wav,po,3,low dipping (half),false
wav-syllables/po4.wav,po,4,falling,false
wav-syllables/po5.wav,po,5,neutral,false
wav-syllables/po6.wav,po,6,neutral (high),true
wav-syllables/pou1.wav,pou,1,high level,true
wav-syllables/pou2.wav,pou,2,rising,false
wav-syllables/pou3.wav,pou,3,low dipping (half),false
wav-syllables/pou4.wav,pou,4,falling,false
wav-syllables/pou5.wav,pou,5,neutral,false
wav-syllables/pou6.wav,pou,6,neutral (high),true
wav-syllables/pu1.wav,pu,1,high level,true
wav-syllables/pu2.wav,pu,2,rising,false
wav-syllables/pu3.wav,pu,3,low dipping (half),false
wav-syllables/pu4.wav,pu,4,falling,false
wav-syllables/pu5.wav,pu,5,neutral,false
wav-syllables/pu6.wav,pu,6,neutral (high),true
wav-syllables/qi1.wav,qi,1,high level,true
wav-syllables/qi2.wav,qi,2,rising,false
wav-syllables/qi3.wav,qi,3,low dipping (half),false
wav-syllables/qi4.wav,qi,4,falling,false
wav-syllables/qi5.wav,qi,5,neutral,false
wav-syllables/qi6.wav,qi,6,neutral (high),true
wav-syllables/qia1.wav,qia,1,high level,true
wav-syllables/qia2.wav,qia,2,rising,false
wav-syllables/qia3.wav,qia,3,low dipping (half),false
wav-syllables/qia4.wav,qia,4,falling,false
wav-syllables/qia5.wav,qia,5,neutral,false
wav-syllables/qia6.wav,qia,6,neutral (high),true
wav-syllables/qian1.wav,qian,1,high level,true
wav-syllables/qian2.wav,qian,2,rising,false
wav-syllables/qian3.wav,qian,3,low dipping (half),false
wav-syllables/qian4.wav,qian,4,falling,false
wav-syllables/qian5.wav,qian,5,neutral,false
wav-syllables/qian6.wav,qian,6,neutral (high),true
wav-syllables/qiang1.wav,qiang,1,high level,true
wav-syllables/qiang2.wav,qiang,2,rising,false
wav-syllables/qiang3.wav,qiang,3,low dipping (half),false
wav-syllables/qiang4.wav,qiang,4,falling,false
wav-syllables/qiang5.wav,qiang,5,neutral,false
wav-syllables/qiang6.wav,qiang,6,neutral (high),true
wav-syllables/qiao1.wav,qiao,1,high level,true
wav-syllables/qiao2.wav,qiao,2,rising,false
wav-syllables/qiao3.wav,qiao,3,low dipping (half),false
wav-syllables/qiao4.wav,qiao,4,falling,false
wav-syllables/qiao5.wav,qiao,5,neutral,false
wav-syllables/qiao6.wav,qiao,6,neutral (high),true
wav-syllables/qie1.wav,qie,1,high level,true
wav-syllables/qie2.wav,qie,2,rising,false
wav-syllables/qie3.wav,qie,3,low dipping (half),false
wav-syllables/qie4.wav,qie,4,falling,false
wav-syllables/qie5.wav,qie,5,neutral,false
wav-syllables/qie6.wav,qie,6,neutral (high),true
wav-syllables/qin1.wav,qin,1,high level,true
wav-syllables/qin2.wav,qin,2,rising,false
wav-syllables/qin3.wav,qin,3,low dipping (half),false
wav-syllables/qin4.wav,qin,4,falling,false
wav-syllables/qin5.wav,qin,5,neutral,false
wav-syllables/qin6.wav,qin,6,neutral (high),true
wav-syllables/qing1.wav,qing,1,high level,true
wav-syllables/qing2.wav,qing,2,rising,false
wav-syllables/qing3.wav,qing,3,low dipping (half),false
wav-syllables/qing4.wav,qing,4,falling,false
wav-syllables/qing5.wav,qing,5,neutral,false
wav-syllables/qing6.wav,qing,6,neutral (high),true
wav-syllables/qiong1.wav,qiong,1,high level,true
wav-syllables/qiong2.wav,qiong,2,rising,false
wav-syllables/qiong3.wav,qiong,3,low dipping (half),false
wav-syllables/qiong4.wav,qiong,4,falling,false
wav-syllables/qiong5.wav,qiong,5,neutral,false
wav-syllables/qiong6.wav,qiong,6,neutral (high),true
wav-syllables/qiu1.wav,qiu,1,high level,true
wav-syllables/qiu2.wav,qiu,2,rising,false
wav-syllables/qiu3.wav,qiu,3,low dipping (half),false
wav-syllables/qiu4.wav,qiu,4,falling,false
wav-syllables/qiu5.wav,qiu,5,neutral,false
wav-syllables/qiu6.wav,qiu,6,neutral (high),true
wav-syllables/qu1.wav,qu,1,high level,true
wav-syllables/qu2.wav,qu,2,rising,false
wav-syllables/qu3.wav,qu,3,low dipping (half),false
wav-syllables/qu4.wav,qu,4,falling,false
wav-syllables/qu5.wav,qu,5,neutral,false
wav-syllables/qu6.wav,qu,6,neutral (high),true
wav-syllables/quan1.wav,quan,1,high level,true
wav-syllables/quan2.wav,quan,2,rising,false
wav-syllables/quan3.wav,quan,3,low dipping (half),false
wav-syllables/quan4.wav,quan,4,falling,false
wav-syllables/quan5.wav,quan,5,neutral,false
wav-syllables/quan6.wav,quan,6,neutral (high),true
wav-syllables/que1.wav,que,1,high level,true
wav-syllables/que2.wav,que,2,rising,false
wav-syllables/que3.wav,que,3,low dipping (half),false
wav-syllables/que4.wav,que,4,falling,false
wav-syllables/que5.wav,que,5,neutral,false
wav-syllables/que6.wav,que,6,neutral (high),true
wav-syllables/qun1.wav,qun,1,high level,true
wav-syllables/qun2.wav,qun,2,rising,false
wav-syllables/qun3.wav,qun,3,low dipping (half),false
wav-syllables/qun4.wav,qun,4,falling,false
wav-syllables/qun5.wav,qun,5,neutral,false
wav-syllables/qun6.wav,qun,6,neutral (high),true
wav-syllables/r5.wav,r,5,neutral,false
wav-syllables/ran1.wav,ran,1,high level,true
wav-syllables/ran2.wav,ran,2,rising,false
wav-syllables/ran3.wav,ran,3,low dipping (half),false
wav-syllables/ran4.wav,ran,4,falling,false
wav-syllables/ran5.wav,ran,5,neutral,false
wav-syllables/ran6.wav,ran,6,neutral (high),true
wav-syllables/rang1.wav,rang,1,high level,true
wav-syllables/rang2.wav,rang,2,rising,false
wav-syllables/rang3.wav,rang,3,low dipping (half),false
wav-syllables/rang4.wav,rang,4,falling,false
wav-syllables/rang5.wav,rang,5,neutral,false
wav-syllables/rang6.wav,rang,6,neutral (high),true
wav-syllables/rao1.wav,rao,1,high level,true
wav-syllables/rao2.wav,rao,2,rising,false
wav-syllables/rao3.wav,rao,3,low dipping (half),false
wav-syllables/rao4.wav,rao,4,falling,false
wav-syllables/rao5.wav,rao,5,neutral,false
wav-syllables/rao6.wav,rao,6,neutral (high),true
wav-syllables/re1.wav,re,1,high level,true
wav-syllables/re2.wav,re,2,rising,false
wav-syllables/re3.wav,re,3,low dipping (half),false
wav-syllables/re4.wav,re,4,falling,false
wav-syllables/re5.wav,re,5,neutral,false
wav-syllables/re6.wav,re,6,neutral (high),true
wav-syllables/ren1.wav,ren,1,high level,true
wav-syllables/ren2.wav,ren,2,rising,false
wav-syllables/ren3.wav,ren,3,low dipping (half),false
wav-syllables/ren4.wav,ren,4,falling,false
wav-syllables/ren5.wav,ren,5,neutral,false
wav-syllables/ren6.wav,ren,6,neutral (high),true
wav-syllables/reng1.wav,reng,1,high level,true
wav-syllables/reng2.wav,reng,2,rising,false
wav-syllables/reng3.wav,reng,3,low dipping (half),false
wav-syllables/reng4.wav,reng,4,falling,false
wav-syllables/reng5.wav,reng,5,neutral,false
wav-syllables/reng6.wav,reng,6,neutral (high),true
wav-syllables/ri1.wav,ri,1,high level,true
wav-syllables/ri2.wav,ri,2,rising,false
wav-syllables/ri3.wav,ri,3,low dipping (half),false
wav-syllables/ri4.wav,ri,4,falling,false
wav-syllables/ri5.wav,ri,5,neutral,false
wav-syllables/ri6.wav,ri,6,neutral (high),true
wav-syllables/rong1.wav,rong,1,high level,true
wav-syllables/rong2.wav,rong,2,rising,false
wav-syllables/rong3.wav,rong,3,low dipping (half),false
